fiberId,b,r,n,status
1,False,False,False,False
2,False,False,True,False
3,False,False,True,False
4,False,False,True,False
5,False,False,True,False
6,False,False,True,False
7,False,False,True,False
8,False,False,True,False
9,False,False,True,False
10,False,False,True,False
11,False,False,True,False
12,False,False,True,False
13,False,False,True,False
14,False,False,True,False
15,False,False,True,False
16,False,False,True,False
17,False,False,True,False
18,False,False,True,False
19,False,False,True,False
20,False,False,True,False
21,False,False,True,False
22,False,False,True,False
23,False,False,True,False
24,False,False,True,False
25,False,False,True,False
26,False,False,True,False
27,False,False,True,False
28,False,False,True,False
29,False,False,True,False
30,False,False,True,False
31,False,False,True,False
32,False,False,True,False
33,False,False,True,False
34,False,False,True,False
35,False,False,True,False
36,False,False,True,False
37,False,False,True,False
38,False,False,True,False
39,False,False,True,False
40,False,False,True,False
41,False,False,True,False
42,False,False,True,False
43,False,False,True,False
45,False,False,False,False
46,False,False,True,False
47,False,False,True,False
48,False,False,True,False
49,False,False,True,False
50,False,False,True,False
51,False,False,True,False
52,False,False,True,False
53,False,False,True,False
54,False,False,True,False
55,False,False,True,False
56,False,False,True,False
57,False,False,True,False
58,False,False,True,False
59,False,False,True,False
60,False,False,True,False
61,False,False,True,False
62,False,False,True,False
63,False,False,True,False
64,False,False,True,False
65,False,False,True,False
66,False,False,True,False
67,False,False,True,False
68,False,False,True,False
69,False,False,True,False
70,False,False,True,False
71,False,False,True,False
72,False,False,True,False
73,False,False,True,False
74,False,False,True,False
75,False,False,True,False
76,False,False,True,False
77,False,False,True,False
78,False,False,True,False
79,False,False,True,False
80,False,False,True,False
81,False,False,True,False
82,False,False,True,False
83,False,False,True,False
84,False,False,True,False
85,False,False,True,False
86,False,False,True,False
87,False,False,True,False
88,False,False,True,False
89,False,False,True,False
90,False,False,True,False
92,False,False,False,False
94,False,False,True,False
95,False,False,True,False
96,False,False,True,False
97,False,False,True,False
98,False,False,True,False
99,False,False,True,False
100,False,False,True,False
101,False,False,True,False
102,False,False,True,False
103,False,False,True,False
104,False,False,True,False
105,False,False,True,False
106,False,False,True,False
107,False,False,True,False
108,False,False,True,False
109,False,False,True,False
110,False,False,True,False
111,False,False,True,False
112,False,False,True,False
113,False,False,True,False
114,False,False,True,False
115,False,False,True,False
116,False,False,True,False
117,False,False,True,False
118,False,False,True,False
119,False,False,True,False
120,False,False,True,False
121,False,False,True,False
122,False,False,True,False
123,False,False,True,False
124,False,False,True,False
125,False,False,True,False
126,False,False,True,False
127,False,False,True,False
128,False,False,True,False
129,False,False,True,False
130,False,False,True,False
131,False,False,True,False
132,False,False,True,False
133,False,False,True,False
134,False,False,True,False
135,False,False,True,False
137,False,False,False,False
138,False,False,True,False
139,False,False,True,False
140,False,False,True,False
141,False,False,True,False
142,False,False,True,False
143,False,False,True,False
144,False,False,True,False
145,False,False,True,False
146,False,False,True,False
147,False,False,True,False
148,False,False,True,False
149,False,False,True,False
150,False,False,True,False
151,False,False,True,False
152,False,False,True,False
153,False,False,True,False
154,False,False,True,False
155,False,False,True,False
156,False,False,True,False
157,False,False,True,False
158,False,False,True,False
159,False,False,True,False
160,False,False,True,False
161,False,False,True,False
162,False,False,True,False
163,False,False,True,False
164,False,False,True,False
165,False,False,True,False
166,False,False,True,False
167,False,False,True,False
168,False,False,True,False
169,False,False,True,False
170,False,False,True,False
171,False,False,True,False
172,False,False,True,False
173,False,False,True,False
174,False,False,True,False
175,False,False,True,False
176,False,False,True,False
177,False,False,True,False
178,False,False,True,False
179,False,False,True,False
180,False,False,True,False
181,False,False,True,False
182,False,False,True,False
184,False,False,False,False
186,False,False,True,False
187,False,False,True,False
188,False,False,True,False
189,False,False,True,False
190,False,False,True,False
191,False,False,True,False
192,False,False,True,False
193,False,False,True,False
194,False,False,True,False
195,False,False,True,False
196,False,False,True,False
197,False,False,True,False
198,False,False,True,False
199,False,False,True,False
200,False,False,True,False
201,False,False,True,False
202,False,False,True,False
203,False,False,True,False
204,False,False,True,False
205,False,False,True,False
206,False,False,True,False
207,False,False,True,False
208,False,False,True,False
209,False,False,True,False
210,False,False,True,False
211,False,False,True,False
212,False,False,True,False
213,False,False,True,False
214,False,False,True,False
215,False,False,True,False
216,False,False,True,False
217,False,False,True,False
218,False,False,True,False
219,False,False,True,False
220,False,False,True,False
221,False,False,True,False
222,False,False,True,False
223,False,False,True,False
224,False,False,True,False
225,False,False,True,False
226,False,False,True,False
227,False,False,True,False
229,False,False,False,False
230,False,False,True,False
231,False,False,True,False
232,False,False,True,False
233,False,False,True,False
234,False,False,True,False
235,False,False,True,False
236,False,False,True,False
237,False,False,True,False
238,False,False,True,False
239,False,False,True,False
240,False,False,True,False
241,False,False,True,False
242,False,False,True,False
243,False,False,True,False
244,False,False,True,False
245,False,False,True,False
246,False,False,True,False
247,False,False,True,False
248,False,False,True,False
249,False,False,True,False
250,False,False,True,False
251,False,False,True,False
252,False,False,True,False
253,False,False,True,False
254,False,False,True,False
255,False,False,True,False
256,False,False,True,False
257,False,False,True,False
258,False,False,True,False
259,False,False,True,False
260,False,False,True,False
261,False,False,True,False
262,False,False,True,False
263,False,False,True,False
264,False,False,True,False
265,False,False,True,False
266,False,False,True,False
267,False,False,True,False
268,False,False,True,False
269,False,False,True,False
270,False,False,True,False
271,False,False,True,False
273,False,False,False,False
274,False,False,True,False
275,False,False,True,False
276,False,False,True,False
277,False,False,True,False
278,False,False,True,False
279,False,False,True,False
281,False,False,True,False
282,False,False,True,False
283,False,False,True,False
284,False,False,True,False
285,False,False,True,False
286,False,False,True,False
287,False,False,True,False
288,False,False,True,False
289,False,False,True,False
290,False,False,True,False
291,False,False,True,False
292,False,False,True,False
293,False,False,True,False
294,False,False,True,False
295,False,False,True,False
296,False,False,True,False
297,False,False,True,False
298,False,False,True,False
299,False,False,True,False
300,False,False,True,False
301,False,False,True,False
302,False,False,True,False
303,False,False,True,False
304,False,False,True,False
305,False,False,True,False
306,False,False,True,False
307,False,False,True,False
308,False,False,True,False
310,False,False,True,False
311,False,False,True,False
312,False,False,True,False
313,False,False,True,False
314,False,False,True,False
315,False,False,True,False
316,False,False,False,False
336,False,False,False,False
337,False,False,True,False
338,False,False,True,False
339,False,False,True,False
340,False,False,True,False
341,False,False,True,False
342,False,False,True,False
343,False,False,True,False
344,False,False,True,False
345,False,False,True,False
346,False,False,True,False
347,False,False,True,False
348,False,False,True,False
349,False,False,True,False
350,False,False,True,False
351,False,False,True,False
352,False,False,True,False
353,False,False,True,False
354,False,False,True,False
355,False,False,True,False
356,False,False,True,False
357,False,False,True,False
358,False,False,True,False
360,False,False,True,False
361,False,False,True,False
362,False,False,True,False
363,False,False,True,False
364,False,False,True,False
365,False,False,True,False
366,False,False,True,False
367,False,False,True,False
368,False,False,True,False
369,False,False,True,False
370,False,False,True,False
371,False,False,True,False
372,False,False,True,False
373,False,False,True,False
374,False,False,True,False
375,False,False,True,False
376,False,False,True,False
377,False,False,True,False
378,False,False,True,False
379,False,False,True,False
380,False,False,True,False
381,False,False,True,False
382,False,False,False,False
384,False,False,True,False
385,False,False,True,False
386,False,False,True,False
387,False,False,True,False
388,False,False,True,False
389,False,False,True,False
390,False,False,True,False
391,False,False,True,False
392,False,False,True,False
393,False,False,True,False
394,False,False,True,False
395,False,False,True,False
396,False,False,True,False
397,False,False,True,False
398,False,False,True,False
399,False,False,True,False
400,False,False,True,False
401,False,False,True,False
402,False,False,True,False
403,False,False,True,False
404,False,False,True,False
405,False,False,True,False
406,False,False,True,False
407,False,False,True,False
408,False,False,True,False
409,False,False,True,False
410,False,False,True,False
411,False,False,True,False
412,False,False,True,False
413,False,False,True,False
414,False,False,True,False
415,False,False,True,False
416,False,False,True,False
417,False,False,True,False
418,False,False,True,False
419,False,False,True,False
420,False,False,True,False
421,False,False,True,False
422,False,False,True,False
423,False,False,True,False
424,False,False,True,False
425,False,False,True,False
426,False,False,False,False
428,False,False,True,False
429,False,False,True,False
430,False,False,True,False
431,False,False,True,False
432,False,False,True,False
433,False,False,True,False
434,False,False,True,False
435,False,False,True,False
436,False,False,True,False
437,False,False,True,False
438,False,False,True,False
439,False,False,True,False
440,False,False,True,False
441,False,False,True,False
442,False,False,True,False
443,False,False,True,False
444,False,False,True,False
445,False,False,True,False
446,False,False,True,False
447,False,False,True,False
448,False,False,True,False
449,False,False,True,False
450,False,False,True,False
451,False,False,True,False
452,False,False,True,False
453,False,False,True,False
454,False,False,True,False
455,False,False,True,False
456,False,False,True,False
457,False,False,True,False
458,False,False,True,False
459,False,False,True,False
460,False,False,True,False
461,False,False,True,False
462,False,False,True,False
463,False,False,True,False
464,False,False,True,False
465,False,False,True,False
466,False,False,True,False
467,False,False,True,False
468,False,False,True,False
469,False,False,True,False
471,False,False,False,False
473,False,False,True,False
474,False,False,True,False
475,False,False,True,False
476,False,False,True,False
477,False,False,True,False
478,False,False,True,False
479,False,False,True,False
480,False,False,True,False
481,False,False,True,False
482,False,False,True,False
483,False,False,True,False
484,False,False,True,False
485,False,False,True,False
486,False,False,True,False
487,False,False,True,False
488,False,False,True,False
489,False,False,True,False
490,False,False,True,False
491,False,False,True,False
492,False,False,True,False
493,False,False,True,False
494,False,False,True,False
495,False,False,True,False
496,False,False,True,False
497,False,False,True,False
498,False,False,True,False
499,False,False,True,False
500,False,False,True,False
501,False,False,True,False
502,False,False,True,False
503,False,False,True,False
504,False,False,True,False
505,False,False,True,False
506,False,False,True,False
507,False,False,True,False
508,False,False,True,False
509,False,False,True,False
510,False,False,True,False
511,False,False,True,False
512,False,False,True,False
513,False,False,True,False
514,False,False,True,False
515,False,False,False,False
517,False,False,True,False
518,False,False,True,False
519,False,False,True,False
520,False,False,True,False
521,False,False,True,False
522,False,False,True,False
523,False,False,True,False
524,False,False,True,False
525,False,False,True,False
526,False,False,True,False
527,False,False,True,False
528,False,False,True,False
529,False,False,True,False
530,False,False,True,False
531,False,False,True,False
532,False,False,True,False
533,False,False,True,False
534,False,False,True,False
535,False,False,True,False
536,False,False,True,False
537,False,False,True,False
538,False,False,True,False
539,False,False,True,False
540,False,False,True,False
541,False,False,True,False
542,False,False,True,False
543,False,False,True,False
544,False,False,True,False
545,False,False,True,False
546,False,False,True,False
547,False,False,True,False
548,False,False,True,False
549,False,False,True,False
550,False,False,True,False
551,False,False,True,False
552,False,False,True,False
553,False,False,True,False
554,False,False,True,False
555,False,False,True,False
556,False,False,True,False
557,False,False,True,False
558,False,False,True,False
560,False,False,False,False
562,False,False,True,False
563,False,False,True,False
564,False,False,True,False
565,False,False,True,False
566,False,False,True,False
567,False,False,True,False
568,False,False,True,False
569,False,False,True,False
570,False,False,True,False
571,False,False,True,False
572,False,False,True,False
573,False,False,True,False
574,False,False,True,False
575,False,False,True,False
576,False,False,True,False
577,False,False,True,False
578,False,False,True,False
579,False,False,True,False
580,False,False,True,False
581,False,False,True,False
582,False,False,True,False
583,False,False,True,False
584,False,False,True,False
585,False,False,True,False
586,False,False,True,False
587,False,False,True,False
588,False,False,True,False
589,False,False,True,False
590,False,False,True,False
591,False,False,True,False
592,False,False,True,False
593,False,False,True,False
594,False,False,True,False
595,False,False,True,False
596,False,False,True,False
597,False,False,True,False
598,False,False,True,False
599,False,False,True,False
600,False,False,True,False
601,False,False,True,False
602,False,False,True,False
603,False,False,True,False
604,False,False,True,False
605,False,False,True,False
606,False,False,True,False
607,False,False,False,False
609,False,False,True,False
610,False,False,True,False
611,False,False,True,False
612,False,False,True,False
613,False,False,True,False
614,False,False,True,False
615,False,False,True,False
616,False,False,True,False
617,False,False,True,False
618,False,False,True,False
619,False,False,True,False
620,False,False,True,False
621,False,False,True,False
622,False,False,True,False
623,False,False,True,False
624,False,False,True,False
625,False,False,True,False
626,False,False,True,False
627,False,False,True,False
628,False,False,True,False
629,False,False,True,False
630,False,False,True,False
631,False,False,True,False
632,False,False,True,False
633,False,False,True,False
634,False,False,True,False
635,False,False,True,False
636,False,False,True,False
637,False,False,True,False
638,False,False,True,False
639,False,False,True,False
640,False,False,True,False
641,False,False,True,False
642,False,False,True,False
643,False,False,True,False
644,False,False,True,False
645,False,False,True,False
646,False,False,True,False
647,False,False,True,False
648,False,False,True,False
649,False,False,True,False
650,False,False,True,False
651,False,False,False,False
652,False,False,False,False
653,False,False,False,False
654,False,False,False,False
655,False,False,False,False
656,False,False,False,False
657,False,False,False,False
658,False,False,False,False
659,False,False,False,False
660,False,False,False,False
661,False,False,False,False
662,False,False,False,False
663,False,False,False,False
664,False,False,False,False
665,False,False,False,False
666,False,False,False,False
667,False,False,False,False
668,False,False,False,False
669,False,False,False,False
670,False,False,False,False
671,False,False,False,False
672,False,False,False,False
673,False,False,False,False
674,False,False,False,False
675,False,False,False,False
676,False,False,False,False
677,False,False,False,False
678,False,False,False,False
679,False,False,False,False
680,False,False,False,False
681,False,False,False,False
682,False,False,False,False
683,False,False,False,False
684,False,False,False,False
685,False,False,False,False
686,False,False,False,False
687,False,False,False,False
688,False,False,False,False
689,False,False,False,False
690,False,False,False,False
691,False,False,False,False
692,False,False,False,False
693,False,False,False,False
694,False,False,False,False
696,False,False,False,False
697,False,False,False,False
698,False,False,False,False
699,False,False,False,False
700,False,False,False,False
701,False,False,False,False
702,False,False,False,False
703,False,False,False,False
704,False,False,False,False
705,False,False,False,False
706,False,False,False,False
707,False,False,False,False
708,False,False,False,False
709,False,False,False,False
710,False,False,False,False
711,False,False,False,False
712,False,False,False,False
713,False,False,False,False
714,False,False,False,False
715,False,False,False,False
716,False,False,False,False
717,False,False,False,False
718,False,False,False,False
719,False,False,False,False
720,False,False,False,False
721,False,False,False,False
722,False,False,False,False
723,False,False,False,False
724,False,False,False,False
725,False,False,False,False
726,False,False,False,False
727,False,False,False,False
728,False,False,False,False
729,False,False,False,False
730,False,False,False,False
731,False,False,False,False
732,False,False,False,False
733,False,False,False,False
734,False,False,False,False
735,False,False,False,False
736,False,False,False,False
737,False,False,False,False
738,False,False,False,False
739,False,False,False,False
740,False,False,False,False
741,False,False,False,False
743,False,False,False,False
745,False,False,False,False
746,False,False,False,False
747,False,False,False,False
748,False,False,False,False
749,False,False,False,False
750,False,False,False,False
751,False,False,False,False
752,False,False,False,False
753,False,False,False,False
754,False,False,False,False
755,False,False,False,False
756,False,False,False,False
757,False,False,False,False
758,False,False,False,False
759,False,False,False,False
760,False,False,False,False
761,False,False,False,False
762,False,False,False,False
763,False,False,False,False
764,False,False,False,False
765,False,False,False,False
766,False,False,False,False
767,False,False,False,False
768,False,False,False,False
769,False,False,False,False
770,False,False,False,False
771,False,False,False,False
772,False,False,False,False
773,False,False,False,False
774,False,False,False,False
775,False,False,False,False
776,False,False,False,False
777,False,False,False,False
778,False,False,False,False
779,False,False,False,False
780,False,False,False,False
781,False,False,False,False
782,False,False,False,False
783,False,False,False,False
784,False,False,False,False
785,False,False,False,False
786,False,False,False,False
788,False,False,False,False
789,False,False,False,False
790,False,False,False,False
791,False,False,False,False
792,False,False,False,False
793,False,False,False,False
794,False,False,False,False
795,False,False,False,False
796,False,False,False,False
797,False,False,False,False
798,False,False,False,False
799,False,False,False,False
800,False,False,False,False
801,False,False,False,False
802,False,False,False,False
803,False,False,False,False
804,False,False,False,False
805,False,False,False,False
806,False,False,False,False
807,False,False,False,False
808,False,False,False,False
809,False,False,False,False
810,False,False,False,False
811,False,False,False,False
812,False,False,False,False
813,False,False,False,False
814,False,False,False,False
815,False,False,False,False
816,False,False,False,False
817,False,False,False,False
818,False,False,False,False
819,False,False,False,False
820,False,False,False,False
821,False,False,False,False
822,False,False,False,False
823,False,False,False,False
824,False,False,False,False
825,False,False,False,False
826,False,False,False,False
827,False,False,False,False
828,False,False,False,False
829,False,False,False,False
830,False,False,False,False
831,False,False,False,False
832,False,False,False,False
833,False,False,False,False
835,False,False,False,False
837,False,False,False,False
838,False,False,False,False
839,False,False,False,False
840,False,False,False,False
841,False,False,False,False
842,False,False,False,False
843,False,False,False,False
844,False,False,False,False
845,False,False,False,False
846,False,False,False,False
847,False,False,False,False
848,False,False,False,False
849,False,False,False,False
850,False,False,False,False
851,False,False,False,False
852,False,False,False,False
853,False,False,False,False
854,False,False,False,False
855,False,False,False,False
856,False,False,False,False
857,False,False,False,False
858,False,False,False,False
859,False,False,False,False
860,False,False,False,False
861,False,False,False,False
862,False,False,False,False
863,False,False,False,False
864,False,False,False,False
865,False,False,False,False
866,False,False,False,False
867,False,False,False,False
868,False,False,False,False
869,False,False,False,False
870,False,False,False,False
871,False,False,False,False
872,False,False,False,False
873,False,False,False,False
874,False,False,False,False
875,False,False,False,False
876,False,False,False,False
877,False,False,False,False
878,False,False,False,False
880,False,False,False,False
881,False,False,False,False
882,False,False,False,False
883,False,False,False,False
884,False,False,False,False
885,False,False,False,False
886,False,False,False,False
887,False,False,False,False
888,False,False,False,False
889,False,False,False,False
890,False,False,False,False
891,False,False,False,False
892,False,False,False,False
893,False,False,False,False
894,False,False,False,False
895,False,False,False,False
896,False,False,False,False
897,False,False,False,False
898,False,False,False,False
899,False,False,False,False
900,False,False,False,False
901,False,False,False,False
902,False,False,False,False
903,False,False,False,False
904,False,False,False,False
905,False,False,False,False
906,False,False,False,False
907,False,False,False,False
908,False,False,False,False
909,False,False,False,False
910,False,False,False,False
911,False,False,False,False
912,False,False,False,False
913,False,False,False,False
914,False,False,False,False
915,False,False,False,False
916,False,False,False,False
917,False,False,False,False
918,False,False,False,False
919,False,False,False,False
920,False,False,False,False
921,False,False,False,False
922,False,False,False,False
924,False,False,False,False
925,True,True,True,True
926,True,True,True,True
927,True,True,True,True
928,True,True,True,True
929,True,True,True,True
930,True,True,True,True
932,True,True,True,True
933,True,True,True,True
934,True,True,True,True
935,True,True,True,True
936,True,True,True,True
937,True,True,True,True
938,True,True,True,True
939,True,True,True,True
940,True,True,True,True
941,True,True,True,True
942,True,True,True,True
943,True,True,True,True
944,True,True,True,True
945,True,True,True,True
946,True,True,True,True
947,True,True,True,True
948,True,True,True,True
949,True,True,True,True
950,True,True,True,True
951,True,True,True,True
952,True,True,True,True
953,True,True,True,True
954,True,True,True,True
955,True,True,True,True
956,True,True,True,True
957,True,True,True,True
958,True,True,True,True
959,True,True,True,True
961,True,True,True,True
962,True,True,True,True
963,True,True,True,True
964,True,True,True,True
965,True,True,True,True
966,True,True,True,True
967,False,False,False,False
987,False,False,False,False
988,True,True,True,True
989,True,True,True,True
990,True,True,True,True
991,True,True,True,True
992,True,True,True,True
993,True,True,True,True
994,True,True,True,True
995,True,True,True,True
996,True,True,True,True
997,True,True,True,True
998,True,True,True,True
999,True,True,True,True
1000,True,True,True,True
1001,True,True,True,True
1002,True,True,True,True
1003,True,True,True,True
1004,True,True,True,True
1005,True,True,True,True
1006,True,True,True,True
1007,True,True,True,True
1008,True,True,True,True
1009,True,True,True,True
1011,True,True,True,True
1012,True,True,True,True
1013,True,True,True,True
1014,True,True,True,True
1015,True,True,True,True
1016,True,True,True,True
1017,True,True,True,True
1018,True,True,True,True
1019,True,True,True,True
1020,True,True,True,True
1021,True,True,True,True
1022,True,True,True,True
1023,True,True,True,True
1024,True,True,True,True
1025,True,True,True,True
1026,True,True,True,True
1027,True,True,True,True
1028,True,True,True,True
1029,True,True,True,True
1030,True,True,True,True
1031,True,True,True,True
1032,True,True,True,True
1033,False,False,False,False
1035,True,True,True,True
1036,True,True,True,True
1037,True,True,True,True
1038,True,True,True,True
1039,True,True,True,True
1040,True,True,True,True
1041,True,True,True,True
1042,True,True,True,True
1043,True,True,True,True
1044,True,True,True,True
1045,True,True,True,True
1046,True,True,True,True
1047,True,True,True,True
1048,True,True,True,True
1049,True,True,True,True
1050,True,True,True,True
1051,True,True,True,True
1052,True,True,True,True
1053,True,True,True,True
1054,True,True,True,True
1055,True,True,True,True
1056,True,True,True,True
1057,True,True,True,True
1058,True,True,True,True
1059,True,True,True,True
1060,True,True,True,True
1061,True,True,True,True
1062,True,True,True,True
1063,True,True,True,True
1064,True,True,True,True
1065,True,True,True,True
1066,True,True,True,True
1067,True,True,True,True
1068,True,True,True,True
1069,True,True,True,True
1070,True,True,True,True
1071,True,True,True,True
1072,True,True,True,True
1073,True,True,True,True
1074,True,True,True,True
1075,True,True,True,True
1076,True,True,True,True
1077,False,False,False,False
1079,True,True,True,True
1080,True,True,True,True
1081,True,True,True,True
1082,True,True,True,True
1083,True,True,True,True
1084,True,True,True,True
1085,True,True,True,True
1086,True,True,True,True
1087,True,True,True,True
1088,True,True,True,True
1089,True,True,True,True
1090,True,True,True,True
1091,True,True,True,True
1092,True,True,True,True
1093,True,True,True,True
1094,True,True,True,True
1095,True,True,True,True
1096,True,True,True,True
1097,True,True,True,True
1098,True,True,True,True
1099,True,True,True,True
1100,True,True,True,True
1101,True,True,True,True
1102,True,True,True,True
1103,True,True,True,True
1104,True,True,True,True
1105,True,True,True,True
1106,True,True,True,True
1107,True,True,True,True
1108,True,True,True,True
1109,True,True,True,True
1110,True,True,True,True
1111,True,True,True,True
1112,True,True,True,True
1113,True,True,True,True
1114,True,True,True,True
1115,True,True,True,True
1116,True,True,True,True
1117,True,True,True,True
1118,True,True,True,True
1119,True,True,True,True
1120,True,True,True,True
1122,False,False,False,False
1124,True,True,True,True
1125,True,True,True,True
1126,True,True,True,True
1127,True,True,True,True
1128,True,True,True,True
1129,True,True,True,True
1130,True,True,True,True
1131,True,True,True,True
1132,True,True,True,True
1133,True,True,True,True
1134,True,True,True,True
1135,True,True,True,True
1136,True,True,True,True
1137,True,True,True,True
1138,True,True,True,True
1139,True,True,True,True
1140,True,True,True,True
1141,True,True,True,True
1142,True,True,True,True
1143,True,True,True,True
1144,True,True,True,True
1145,True,True,True,True
1146,True,True,True,True
1147,True,True,True,True
1148,True,True,True,True
1149,True,True,True,True
1150,True,True,True,True
1151,True,True,True,True
1152,True,True,True,True
1153,True,True,True,True
1154,True,True,True,True
1155,True,True,True,True
1156,True,True,True,True
1157,True,True,True,True
1158,True,True,True,True
1159,True,True,True,True
1160,True,True,True,True
1161,True,True,True,True
1162,True,True,True,True
1163,True,True,True,True
1164,True,True,True,True
1165,True,True,True,True
1166,False,False,False,False
1168,True,True,True,True
1169,True,True,True,True
1170,True,True,True,True
1171,True,True,True,True
1172,True,True,True,True
1173,True,True,True,True
1174,True,True,True,True
1175,True,True,True,True
1176,True,True,True,True
1177,True,True,True,True
1178,True,True,True,True
1179,True,True,True,True
1180,True,True,True,True
1181,True,True,True,True
1182,True,True,True,True
1183,True,True,True,True
1184,True,True,True,True
1185,True,True,True,True
1186,True,True,True,True
1187,True,True,True,True
1188,True,True,True,True
1189,True,True,True,True
1190,True,True,True,True
1191,True,True,True,True
1192,True,True,True,True
1193,True,True,True,True
1194,True,True,True,True
1195,True,True,True,True
1196,True,True,True,True
1197,True,True,True,True
1198,True,True,True,True
1199,True,True,True,True
1200,True,True,True,True
1201,True,True,True,True
1202,True,True,True,True
1203,True,True,True,True
1204,True,True,True,True
1205,True,True,True,True
1206,True,True,True,True
1207,True,True,True,True
1208,True,True,True,True
1209,True,True,True,True
1211,False,False,False,False
1213,True,True,True,True
1214,True,True,True,True
1215,True,True,True,True
1216,True,True,True,True
1217,True,True,True,True
1218,True,True,True,True
1219,True,True,True,True
1220,True,True,True,True
1221,True,True,True,True
1222,True,True,True,True
1223,True,True,True,True
1224,True,True,True,True
1225,True,True,True,True
1226,True,True,True,True
1227,True,True,True,True
1228,True,True,True,True
1229,True,True,True,True
1230,True,True,True,True
1231,True,True,True,True
1232,True,True,True,True
1233,True,True,True,True
1234,True,True,True,True
1235,True,True,True,True
1236,True,True,True,True
1237,True,True,True,True
1238,True,True,True,True
1239,True,True,True,True
1240,True,True,True,True
1241,True,True,True,True
1242,True,True,True,True
1243,True,True,True,True
1244,True,True,True,True
1245,True,True,True,True
1246,True,True,True,True
1247,True,True,True,True
1248,True,True,True,True
1249,True,True,True,True
1250,True,True,True,True
1251,True,True,True,True
1252,True,True,True,True
1253,True,True,True,True
1254,True,True,True,True
1255,True,True,True,True
1256,True,True,True,True
1257,True,True,True,True
1258,False,False,False,False
1260,True,True,True,True
1261,True,True,True,True
1262,True,True,True,True
1263,True,True,True,True
1264,True,True,True,True
1265,True,True,True,True
1266,True,True,True,True
1267,True,True,True,True
1268,True,True,True,True
1269,True,True,True,True
1270,True,True,True,True
1271,True,True,True,True
1272,True,True,True,True
1273,True,True,True,True
1274,True,True,True,True
1275,True,True,True,True
1276,True,True,True,True
1277,True,True,True,True
1278,True,True,True,True
1279,True,True,True,True
1280,True,True,True,True
1281,True,True,True,True
1282,True,True,True,True
1283,True,True,True,True
1284,True,True,True,True
1285,True,True,True,True
1286,True,True,True,True
1287,True,True,True,True
1288,True,True,True,True
1289,True,True,True,True
1290,True,True,True,True
1291,True,True,True,True
1292,True,True,True,True
1293,True,True,True,True
1294,True,True,True,True
1295,True,True,True,True
1296,True,True,True,True
1297,True,True,True,True
1298,True,True,True,True
1299,True,True,True,True
1300,True,True,True,True
1301,True,True,True,True
1302,False,False,False,False
1303,False,False,False,False
1304,False,False,False,False
1305,False,False,False,False
1306,False,False,False,False
1307,False,False,False,False
1308,False,False,False,False
1309,False,False,False,False
1310,False,False,False,False
1311,False,False,False,False
1312,False,False,False,False
1313,False,False,False,False
1314,False,False,False,False
1315,False,False,False,False
1316,False,False,False,False
1317,False,False,False,False
1318,False,False,False,False
1319,False,False,False,False
1320,False,False,False,False
1321,False,False,False,False
1322,False,False,False,False
1323,False,False,False,False
1324,False,False,False,False
1325,False,False,False,False
1326,False,False,False,False
1327,False,False,False,False
1328,False,False,False,False
1329,False,False,False,False
1330,False,False,False,False
1331,False,False,False,False
1332,False,False,False,False
1333,False,False,False,False
1334,False,False,False,False
1335,False,False,False,False
1336,False,False,False,False
1337,False,False,False,False
1338,False,False,False,False
1339,False,False,False,False
1340,False,False,False,False
1341,False,False,False,False
1342,False,False,False,False
1343,False,False,False,False
1344,False,False,False,False
1345,False,False,False,False
